Timestamp,SKU,Location
2025-04-04 18:54:00,EMPTY,R2E61-S-AD2
2025-04-04 18:53:59,EMPTY,R2E61-S-AD1
2025-04-04 18:53:57,EMPTY,R2E61-S-BD2
2025-04-04 18:53:51,EMPTY,R2E61-S-BD1
2025-04-04 18:53:47,ALLS3H0XL,R2E61-S-DD2
2025-04-04 18:53:45,ALLS3H00L,R2E61-S-DD1
2025-04-04 18:53:42,ALLS1B00S,R2E59-N-AD1
2025-04-04 18:53:40,ALLS1B00M,R2E59-N-AD2
2025-04-04 18:53:38,ALLS1B0XL,R2E59-N-BD2
2025-04-04 18:53:35,ALLS1B00L,R2E59-N-BD1
2025-04-04 18:53:32,ALLS1N00M,R2E59-N-CD2
2025-04-04 18:53:30,ALLS1N00S,R2E59-N-CD1
2025-04-04 18:53:29,ALLS1N0XL,R2E59-N-DD2
2025-04-04 18:53:27,ALLS1N00L,R2E59-N-DD1
2025-04-04 18:53:25,ALLS3H3XL,R2D59-N-AD2
2025-04-04 18:53:23,ALLS3H2XL,R2D59-N-AD1
2025-04-04 18:53:21,ALLS1O2XL,R2D59-N-BD1
2025-04-04 18:53:20,ALLS1O3XL,R2D59-N-BD2
2025-04-04 18:53:18,ALLS1W3XL,R2D59-N-CD2
2025-04-04 18:53:16,ALLS1W2XL,R2D59-N-CD1
2025-04-04 18:53:14,ALLSKN3XL,R2D59-N-DD2
2025-04-04 18:53:12,ALLSKN2XL,R2D59-N-DD1
2025-04-04 18:53:10,GDLS4H3XL,R2C59-N-AD2
2025-04-04 18:53:07,GDLS4H2XL,R2C59-N-AD1
2025-04-04 18:53:05,GDLS5R3XL,R2C59-N-BD2
2025-04-04 18:53:03,GDLS5R2XL,R2C59-N-BD1
2025-04-04 18:52:58,GDLS1N3XL,R2C59-N-CD2
2025-04-04 18:52:55,GDLS1N2XL,R2C59-N-CD1
2025-04-04 18:52:53,GDLS1B3XL,R2C59-N-DD2
2025-04-04 18:52:50,GDLS1B2XL,R2C59-N-DD1
2025-04-04 18:52:47,GDLS3W00M,R2B59-N-AD2
2025-04-04 18:52:43,GDLS3W00S,R2B59-N-AD1
2025-04-04 18:52:41,GDLS3W00L,R2B59-N-BD1
2025-04-04 18:52:39,GDLS3W0XL,R2B59-N-BD2
2025-04-04 18:52:37,GDLS5B3XL,R2B59-N-CD2
2025-04-04 18:52:36,GDLS5B2XL,R2B59-N-CD1
2025-04-04 18:52:34,GDLS3F3XL,R2B59-N-DD2
2025-04-04 18:52:32,GDLS3F2XL,R2B59-N-DD1
2025-04-04 18:52:25,GDLS1O00S,R2B59-S-AD1
2025-04-04 18:52:24,GDLS1O00M,R2B59-S-AD2
2025-04-04 18:52:22,GDLS1O0XL,R2B59-S-BD2
2025-04-04 18:52:21,GDLS1O00L,R2B59-S-BD1
2025-04-04 18:52:19,GDLS1O2XL,R2B59-S-CD1
2025-04-04 18:52:18,GDLS1O3XL,R2B59-S-CD2
2025-04-04 18:52:16,EMPTY,R2B59-S-DD2
2025-04-04 18:52:14,EMPTY,R2B59-S-DD1
2025-04-04 18:52:12,GDLS5P2XL,R2C59-S-AD1
2025-04-04 18:52:08,GDLS5P3XL,R2C59-S-AD2
2025-04-04 18:51:48,GDLS1R3XL,R2C59-S-BD2
2025-04-04 18:51:47,GDLS1R2XL,R2C59-S-BD1
2025-04-04 18:51:11,GDLS4N3XL,R2C59-S-CD2
2025-04-04 18:51:07,GDLS4N2XL,R2C59-S-CD1
2025-04-04 18:51:05,GDLS2K3XL,R2C59-S-DD2
2025-04-04 18:51:04,GDLS2K2XL,R2C59-S-DD1
2025-04-04 18:50:59,ALLS4Y2XL,R2D59-S-AD1
2025-04-04 18:50:57,ALLS4Y3XL,R2D59-S-AD2
2025-04-04 18:50:54,ALLS1B3XL,R2D59-S-BD2
2025-04-04 18:50:52,ALLS1B2XL,R2D59-S-BD1
2025-04-04 18:50:36,ALLS1N3XL,R2D59-S-CD2
2025-04-04 18:50:34,ALLS1N2XL,R2D59-S-CD1
2025-04-04 18:50:32,EMPTY,R2D59-S-DD2
2025-04-04 18:50:30,EMPTY,R2D59-S-DD1
