Timestamp,SKU,Location
2025-04-05 00:06:47,UNTTI02XL,R2N49-S-AT3
2025-04-05 00:06:45,UNTTI00XL,R2N49-S-AT2
2025-04-05 00:06:43,UNTTI00XS,R2N49-S-AT1
2025-04-05 00:06:42,UNTTI000S,R2N49-S-BT1
2025-04-05 00:06:40,UNTTI000M,R2N49-S-BT2
2025-04-05 00:06:39,UNTTI000L,R2N49-S-BT3
2025-04-05 00:06:38,UNTT1K2XL,R2N49-S-CT3
2025-04-05 00:06:37,UNTT1K0XL,R2N49-S-CT2
2025-04-05 00:06:35,UNTT1K0XS,R2N49-S-CT1
2025-04-05 00:06:31,UNTT1K00L,R2N49-S-DT3
2025-04-05 00:06:30,UNTT1K00M,R2N49-S-DT2
2025-04-05 00:06:28,UNTT1K00S,R2N49-S-DT1
2025-04-05 00:06:21,ASHD2F3XL,R2M49-S-BD2
2025-04-05 00:06:20,ASHD2F2XL,R2M49-S-BD1
2025-04-05 00:06:19,ASHD1B3XL,R2M49-S-CD2
2025-04-05 00:06:17,ASHD1B2XL,R2M49-S-CD1
2025-04-05 00:06:16,ASHD2H3XL,R2M49-S-DD2
2025-04-05 00:06:15,ASHD2H2XL,R2M49-S-DD1
2025-04-05 00:04:11,UNTT3Y00L,R2Q49-N-DT3
2025-04-05 00:04:10,UNTT3Y00M,R2Q49-N-DT2
2025-04-05 00:04:09,UNTT3Y00S,R2Q49-N-DT1
2025-04-05 00:04:07,UNTT3Y2XL,R2Q49-N-CT3
2025-04-05 00:04:06,UNTT3Y0XL,R2Q49-N-CT2
2025-04-05 00:04:05,UNTT3Y0XS,R2Q49-N-CT1
2025-04-05 00:04:01,UNTT7J00L,R2Q49-N-BT3
2025-04-05 00:04:00,UNTT7J00M,R2Q49-N-BT2
2025-04-05 00:03:59,UNTT7J00S,R2Q49-N-BT1
2025-04-05 00:03:57,UNTT7J2XL,R2Q49-N-AT3
2025-04-05 00:03:57,UNTT7J0XL,R2Q49-N-AT2
2025-04-05 00:03:56,UNTT7J0XS,R2Q49-N-AT1
2025-04-05 00:03:53,UNTT8D00L,R2P49-N-DT3
2025-04-05 00:03:52,UNTT8D00M,R2P49-N-DT2
2025-04-05 00:03:51,UNTT8D00S,R2P49-N-DT1
2025-04-05 00:03:49,UNTT8D2XL,R2P49-N-CT3
2025-04-05 00:03:48,UNTT8D0XL,R2P49-N-CT2
2025-04-05 00:03:46,UNTT8D0XS,R2P49-N-CT1
2025-04-05 00:03:45,UNTT8D0XS,R2P49-N-CT1
2025-04-05 00:03:43,UNTT1N00L,R2P49-N-BT3
2025-04-05 00:03:42,UNTT1N00M,R2P49-N-BT2
2025-04-05 00:03:40,UNTT1N00S,R2P49-N-BT1
2025-04-05 00:03:38,UNTT1N2XL,R2P49-N-AT3
2025-04-05 00:03:37,UNTT1N0XL,R2P49-N-AT2
2025-04-05 00:03:35,UNTT1N0XS,R2P49-N-AT1
2025-04-05 00:03:28,UNTT1R00L,R2O49-N-BT3
2025-04-05 00:03:27,UNTT1R00M,R2O49-N-BT2
2025-04-05 00:03:26,UNTT1R00S,R2O49-N-BT1
2025-04-05 00:03:23,UNTT1R2XL,R2O49-N-AT3
2025-04-05 00:03:22,UNTT1R0XL,R2O49-N-AT2
2025-04-05 00:03:20,UNTT1R0XS,R2O49-N-AT1
2025-04-05 00:03:16,UNTT1W00L,R2N49-N-DT3
2025-04-05 00:03:13,UNTT1W00M,R2N49-N-DT2
2025-04-05 00:03:10,UNTT1W00S,R2N49-N-DT1
2025-04-05 00:03:08,UNTT1W2XL,R2N49-N-CT3
2025-04-05 00:03:06,UNTT1W0XL,R2N49-N-CT2
2025-04-05 00:03:05,UNTT1W0XS,R2N49-N-CT1
2025-04-05 00:03:03,UNTT1B00L,R2N49-N-BT3
2025-04-05 00:03:03,UNTT1B00M,R2N49-N-BT2
2025-04-05 00:03:00,UNTT1B00S,R2N49-N-BT1
2025-04-05 00:02:58,UNTT1B2XL,R2N49-N-AT3
2025-04-05 00:02:57,UNTT1B0XL,R2N49-N-AT2
2025-04-05 00:02:53,UNTT1B0XS,R2N49-N-AT1
2025-04-05 00:02:49,ASHD1P3XL,R2M49-N-DD2
2025-04-05 00:02:48,ASHD1P2XL,R2M49-N-DD1
2025-04-05 00:02:46,ASHDE73XL,R2M49-N-CD2
2025-04-05 00:02:45,ASHDE72XL,R2M49-N-CD1
2025-04-05 00:02:43,ASHDB63XL,R2M49-N-BD2
2025-04-05 00:02:42,ASHDB62XL,R2M49-N-BD1
2025-04-05 00:02:40,ASHDJ03XL,R2M49-N-AD2
2025-04-05 00:02:39,ASHDJ02XL,R2M49-N-AD1
2025-04-05 00:02:25,CCYT1R0XL,R2M51-S-DT2
2025-04-05 00:02:24,CCYT1R00L,R2M51-S-DT1
2025-04-05 00:02:23,CCYT1R00M,R2M51-S-CT3
2025-04-05 00:02:22,CCYT1R00S,R2M51-S-CT2
2025-04-05 00:02:21,CCYT1R0XS,R2M51-S-CT1
2025-04-05 00:02:18,CCYT6L0XL,R2M51-S-BT2
2025-04-05 00:02:16,CCYT6L00L,R2M51-S-BT1
2025-04-05 00:02:13,CCYT6L00M,R2M51-S-AT3
2025-04-05 00:02:10,CCYT6L00S,R2M51-S-AT2
2025-04-05 00:02:05,CCYT6L0XS,R2M51-S-AT1
2025-04-05 00:02:02,CCYTN50XL,R2N51-S-DT2
2025-04-05 00:02:01,CCYTN500L,R2N51-S-DT1
2025-04-05 00:01:57,CCYTN500M,R2N51-S-CT3
2025-04-05 00:01:56,CCYTN500M,R2N51-S-CT3
2025-04-05 00:01:56,CCYTN500S,R2N51-S-CT2
2025-04-05 00:01:56,CCYTN500S,R2N51-S-CT2
2025-04-05 00:01:53,CCYTN50XS,R2N51-S-CT1
2025-04-05 00:01:52,CCYT9H0XL,R2N51-S-BT2
2025-04-05 00:01:50,CCYT9H0XL,R2N51-S-BT2
2025-04-05 00:01:49,CCYT9H00L,R2N51-S-BT1
2025-04-05 00:01:48,CCYT9H00M,R2N51-S-AT3
2025-04-05 00:01:47,CCYT9H00S,R2N51-S-AT2
2025-04-05 00:01:44,CCYT9H0XS,R2N51-S-AT1
2025-04-05 00:01:39,CCYTC30XL,R2O51-S-DT2
2025-04-05 00:01:38,CCYTC300L,R2O51-S-DT1
2025-04-05 00:01:35,CCYTC300M,R2O51-S-CT3
2025-04-05 00:01:34,CCYTC300S,R2O51-S-CT2
