Timestamp,SKU,Location
2025-04-04 19:45:27,YOPT8V00S,R2D79-N-AT3
2025-04-04 19:45:26,YOPTP600S,R2D79-N-AT2
2025-04-04 19:45:24,YOPTI000S,R2D79-N-AT1
2025-04-04 19:45:22,YOPT8V00M,R2D79-N-BT3
2025-04-04 19:45:19,YOPTP600M,R2D79-N-BT2
2025-04-04 19:45:18,YOPTI000M,R2D79-N-BT1
2025-04-04 19:45:16,YOPT8V00L,R2D79-N-CT3
2025-04-04 19:45:13,YOPTP600L,R2D79-N-CT2
2025-04-04 19:45:12,YOPTI000L,R2D79-N-CT1
2025-04-04 19:45:10,YOPT8V0XL,R2D79-N-DT3
2025-04-04 19:45:07,YOPTP60XL,R2D79-N-DT2
2025-04-04 19:45:06,YOPTI00XL,R2D79-N-DT1
2025-04-04 19:45:00,YOPT7G00S,R2E79-N-AT3
2025-04-04 19:44:59,YOPT2H00S,R2E79-N-AT2
2025-04-04 19:44:57,YOPT3Q00S,R2E79-N-AT1
2025-04-04 19:44:56,YOPT7G00M,R2E79-N-BT3
2025-04-04 19:44:54,YOPT2H00M,R2E79-N-BT2
2025-04-04 19:44:53,YOPT3Q00M,R2E79-N-BT1
2025-04-04 19:44:51,YOPT7G00L,R2E79-N-CT3
2025-04-04 19:44:50,YOPT2H00L,R2E79-N-CT2
2025-04-04 19:44:49,YOPT3Q00L,R2E79-N-CT1
2025-04-04 19:44:46,YOPT7G0XL,R2E79-N-DT3
2025-04-04 19:44:43,YOPT2H0XL,R2E79-N-DT2
2025-04-04 19:44:39,YOPT3Q0XL,R2E79-N-DT1
2025-04-04 19:44:25,YOPT4B0XL,R2E79-S-DT1
2025-04-04 19:44:22,YOPT4B00L,R2E79-S-CT1
2025-04-04 19:44:21,YOPT4B00M,R2E79-S-BT1
2025-04-04 19:44:19,YOPT4B00S,R2E79-S-AT3
2025-04-04 19:44:17,YOPT8B00S,R2E79-S-AT2
2025-04-04 19:44:15,YOPT8B00M,R2E79-S-BT2
2025-04-04 19:44:13,YOPT8B00L,R2E79-S-CT2
2025-04-04 19:44:12,YOPT8B0XL,R2E79-S-DT2
2025-04-04 19:44:09,YOPT6H00S,R2E79-S-AT1
2025-04-04 19:44:07,YOPT6H00M,R2E79-S-BT3
2025-04-04 19:44:05,YOPT6H00L,R2E79-S-CT3
2025-04-04 19:44:03,YOPT6H0XL,R2E79-S-DT3
2025-04-04 19:43:58,YOPTH000S,R2D79-S-AT1
2025-04-04 19:43:56,YOPTH000M,R2D79-S-BT1
2025-04-04 19:43:54,YOPTH000L,R2D79-S-CT1
2025-04-04 19:43:52,YOPTH00XL,R2D79-S-DT1
2025-04-04 19:43:50,YOPT5K0XL,R2D79-S-DT2
2025-04-04 19:43:48,YOPT5K00L,R2D79-S-CT2
2025-04-04 19:43:46,YOPT5K00M,R2D79-S-BT2
2025-04-04 19:43:44,YOPT5K00S,R2D79-S-AT2
2025-04-04 19:43:42,YOPT6I00S,R2D79-S-AT3
2025-04-04 19:43:39,YOPT6I00M,R2D79-S-BT3
2025-04-04 19:43:37,YOPT6I00L,R2D79-S-CT3
2025-04-04 19:43:34,YOPT6I0XL,R2D79-S-DT3
2025-04-04 19:43:29,TOPT1F02T,R2C79-S-AT3
2025-04-04 19:43:25,TOPT1F03T,R2C79-S-BT3
2025-04-04 19:43:18,TOPT1F04T,R2C79-S-CT3
2025-04-04 19:43:15,TOPT1F05T,R2C79-S-DT3
2025-04-04 19:43:09,TOPT1Y02T,R2C79-S-AT1
2025-04-04 19:42:12,TOPT1Y05T,R2C79-S-DT1
2025-04-04 19:41:19,TOPT1Y04T,R2C79-S-CT1
2025-04-04 19:40:06,TOPT1K02T,R2B79-S-AT3
2025-04-04 19:40:04,TOPT2X02T,R2B79-S-AT1
2025-04-04 19:40:02,TOPT2J02T,R2B79-S-AT2
2025-04-04 19:39:57,TOPT2J03T,R2B79-S-BT2
2025-04-04 19:39:36,TOPT2X03T,R2B79-S-BT1
2025-04-04 19:39:34,TOPT1K03T,R2B79-S-BT3
