Timestamp,SKU,Location
2025-04-04 22:44:21,INMH4E00L,R2O81-S-CO1
2025-04-04 22:44:09,INMH4E0XL,R2O81-S-DO1
2025-04-04 22:43:00,INMH5R5XL,R2P81-S-DO1
2025-04-04 22:42:59,INMH5R4XL,R2P81-S-CO1
2025-04-04 22:42:58,INMH5R3XL,R2P81-S-BO1
2025-04-04 22:42:57,INMH5R2XL,R2P81-S-AO1
2025-04-04 22:42:26,INMH5R0XL,R2P81-N-DO1
2025-04-04 22:42:22,INMH5R00L,R2P81-N-CO1
2025-04-04 22:42:20,INMH5R00M,R2P81-N-BO1
2025-04-04 22:42:17,INMH5R00S,R2P81-N-AO1
2025-04-04 22:42:07,INMH4E5XL,R2O81-N-DO1
2025-04-04 22:42:06,INMH4E4XL,R2O81-N-CO1
2025-04-04 22:41:39,INMH4E3XL,R2O81-N-BO1
2025-04-04 22:41:38,INMH4E2XL,R2O81-N-AO1
2025-04-04 22:41:30,INMH7C5XL,R2N81-N-DO1
2025-04-04 22:41:29,INMH7C4XL,R2N81-N-CO1
2025-04-04 22:41:27,INMH7C3XL,R2N81-N-BO1
2025-04-04 22:41:26,INMH7C2XL,R2N81-N-AO1
2025-04-04 22:41:24,INMH7Q0XL,R2M81-N-DO1
2025-04-04 22:41:23,INMH7Q00L,R2M81-N-CO1
2025-04-04 22:41:22,INMH7Q00M,R2M81-N-BO1
2025-04-04 22:41:21,INMH7Q00S,R2M81-N-AO1
2025-04-04 22:41:16,INMH1Q0XL,R2M83-S-DO1
2025-04-04 22:41:14,INMH1Q00L,R2M83-S-CO1
2025-04-04 22:41:13,INMH1Q00M,R2M83-S-BO1
2025-04-04 22:41:12,INMH1Q00S,R2M83-S-AO1
2025-04-04 22:41:09,INMH1B2XL,R2N83-S-AO1
2025-04-04 22:41:08,INMH1B3XL,R2N83-S-BO1
2025-04-04 22:41:07,INMH1B4XL,R2N83-S-CO1
2025-04-04 22:41:06,INMH1B5XL,R2N83-S-DO1
2025-04-04 22:41:03,INMH5P0XL,R2O83-S-DO1
2025-04-04 22:41:02,INMH5P00L,R2O83-S-CO1
2025-04-04 22:41:01,INMH5P00M,R2O83-S-BO1
2025-04-04 22:41:00,INMH5P00S,R2O83-S-AO1
2025-04-04 22:36:46,EMPTY,R2Q83-S-DO1
2025-04-04 22:36:43,EMPTY,R2Q83-S-CO1
2025-04-04 22:36:41,INMHTJ3XL,R2Q83-S-BO1
2025-04-04 22:36:40,INMHTJ2XL,R2Q83-S-AO1
2025-04-04 22:36:21,INMHTJ0XL,R2Q83-N-DO1
2025-04-04 22:36:17,INMHTJ00L,R2Q83-N-CO1
2025-04-04 22:36:16,INMHTJ00M,R2Q83-N-BO1
2025-04-04 22:36:10,INMHTJ00S,R2Q83-N-AO1
2025-04-04 22:36:01,INMHQ30XL,R2P83-N-DO1
2025-04-04 22:36:00,INMHQ300L,R2P83-N-CO1
2025-04-04 22:35:58,INMHQ300M,R2P83-N-BO1
2025-04-04 22:35:57,INMHQ300S,R2P83-N-AO1
2025-04-04 22:35:55,INMH5P5XL,R2O83-N-DO1
2025-04-04 22:35:54,INMH5P4XL,R2O83-N-CO1
2025-04-04 22:35:53,INMH5P3XL,R2O83-N-BO1
2025-04-04 22:35:52,INMH5P2XL,R2O83-N-AO1
2025-04-04 22:35:47,INMH1B0XL,R2N83-N-DO1
2025-04-04 22:35:46,INMH1B00L,R2N83-N-CO1
2025-04-04 22:35:45,INMH1B00M,R2N83-N-BO1
2025-04-04 22:35:44,INMH1B00S,R2N83-N-AO1
2025-04-04 22:35:41,INMH1Q5XL,R2M83-N-DO1
2025-04-04 22:35:40,INMH1Q4XL,R2M83-N-CO1
2025-04-04 22:35:39,INMH1Q3XL,R2M83-N-BO1
2025-04-04 22:35:38,INMH1Q2XL,R2M83-N-AO1
2025-04-04 22:34:09,INMH7F5XL,R2M85-S-DO1
2025-04-04 22:34:08,INMH7F4XL,R2M85-S-CO1
2025-04-04 22:34:06,INMH7F3XL,R2M85-S-BO1
2025-04-04 22:34:05,INMH7F2XL,R2M85-S-AO1
2025-04-04 22:34:02,INMHP05XL,R2N85-S-DO1
2025-04-04 22:34:00,INMHP04XL,R2N85-S-CO1
2025-04-04 22:33:59,INMHP03XL,R2N85-S-BO1
